2021-06-24 13:06:713 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 01:06:575 INFO  BasePage :47 - wrong Browser name
2021-06-25 01:06:448 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 01:06:990 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (3ee5af40fdb81f4106b3b33d3949a445)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 01:06:275 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (3ee5af40fdb81f4106b3b33d3949a445)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 01:06:959 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (3ee5af40fdb81f4106b3b33d3949a445)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 01:06:674 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (3ee5af40fdb81f4106b3b33d3949a445)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 01:06:137 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (3ee5af40fdb81f4106b3b33d3949a445)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 01:06:822 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 01:06:534 INFO  HomePage :21 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (dd18ffdbbe5c9253454cff79290ce222)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 01:06:961 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (dd18ffdbbe5c9253454cff79290ce222)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-25 14:06:460 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 14:06:347 INFO  CustomersPage :29 - select customer5from Drop down list[[ChromeDriver: chrome on WINDOWS (821ef93261f4c311c5ec9b4061f45ef2)] -> xpath: //select[@id='userSelect']]
2021-06-25 14:06:124 INFO  CustomersPage :34 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (821ef93261f4c311c5ec9b4061f45ef2)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 14:06:29 INFO  AccountPage :74 - clicking on Withdrawl button[[ChromeDriver: chrome on WINDOWS (821ef93261f4c311c5ec9b4061f45ef2)] -> xpath: //button[contains(text(),'Withdrawl')]]
2021-06-25 14:06:561 INFO  AccountPage :79 - enter the amount50on the Withdrawl fieldProxy element for: DefaultElementLocator 'By.xpath: //input[@class='form-control ng-pristine ng-untouched ng-invalid ng-invalid-required']'
2021-06-25 14:06:783 INFO  AccountPage :84 - Clicking on Withdraw Button After Amount Entered[[ChromeDriver: chrome on WINDOWS (821ef93261f4c311c5ec9b4061f45ef2)] -> xpath: //button[@type='submit']]
2021-06-25 14:06:870 INFO  AccountPage :88 - getting text from Withdrawl Successful messageProxy element for: DefaultElementLocator 'By.xpath: //span[contains(text(),'Transaction successful')]'
2021-06-25 14:06:786 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 14:06:957 INFO  CustomersPage :29 - select customer5from Drop down list[[ChromeDriver: chrome on WINDOWS (be883ce153db810440ad79ad9bc2f9bd)] -> xpath: //select[@id='userSelect']]
2021-06-25 14:06:80 INFO  CustomersPage :34 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (be883ce153db810440ad79ad9bc2f9bd)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 14:06:440 INFO  AccountPage :53 - Clicking on Deposit Button[[ChromeDriver: chrome on WINDOWS (be883ce153db810440ad79ad9bc2f9bd)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 14:06:416 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 14:06:900 INFO  CustomersPage :29 - select customer5from Drop down list[[ChromeDriver: chrome on WINDOWS (94e1c0389f7101acde50e2afb8a7f3ad)] -> xpath: //select[@id='userSelect']]
2021-06-25 14:06:259 INFO  CustomersPage :34 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (94e1c0389f7101acde50e2afb8a7f3ad)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 14:06:535 INFO  AccountPage :53 - Clicking on Deposit Button[[ChromeDriver: chrome on WINDOWS (94e1c0389f7101acde50e2afb8a7f3ad)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 14:06:597 INFO  AccountPage :58 - enter the amount100to deposit field[[ChromeDriver: chrome on WINDOWS (94e1c0389f7101acde50e2afb8a7f3ad)] -> xpath: //input[@type='number']]
2021-06-25 14:06:769 INFO  AccountPage :63 - Click On Deposit amount Button after Amount Selected [[ChromeDriver: chrome on WINDOWS (94e1c0389f7101acde50e2afb8a7f3ad)] -> xpath: //button[@type='submit']]
2021-06-25 14:06:804 INFO  AccountPage :67 - Getting Text deposited successfully[[ChromeDriver: chrome on WINDOWS (94e1c0389f7101acde50e2afb8a7f3ad)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-25 14:06:745 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 14:06:779 INFO  CustomersPage :29 - select customer5from Drop down list[[ChromeDriver: chrome on WINDOWS (882d8bffa89a47d3fa7cd66090dad3bf)] -> xpath: //select[@id='userSelect']]
2021-06-25 14:06:97 INFO  CustomersPage :34 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (882d8bffa89a47d3fa7cd66090dad3bf)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 14:06:202 INFO  AccountPage :74 - clicking on Withdrawl button[[ChromeDriver: chrome on WINDOWS (882d8bffa89a47d3fa7cd66090dad3bf)] -> xpath: //button[contains(text(),'Withdrawl')]]
2021-06-25 14:06:586 INFO  AccountPage :79 - enter the amount50on the Withdrawl field[[ChromeDriver: chrome on WINDOWS (882d8bffa89a47d3fa7cd66090dad3bf)] -> xpath: //input[@type='number']]
2021-06-25 14:06:821 INFO  AccountPage :84 - Clicking on Withdraw Button After Amount Entered[[ChromeDriver: chrome on WINDOWS (882d8bffa89a47d3fa7cd66090dad3bf)] -> xpath: //button[@type='submit']]
2021-06-25 14:06:925 INFO  AccountPage :88 - getting text from Withdrawl Successful messageProxy element for: DefaultElementLocator 'By.xpath: //span[contains(text(),'Transaction successful')]'
2021-06-25 23:06:432 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:13 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (94450a00cbf430b41a8e2ae1adafd09c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:343 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (94450a00cbf430b41a8e2ae1adafd09c)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:143 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (94450a00cbf430b41a8e2ae1adafd09c)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:345 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (94450a00cbf430b41a8e2ae1adafd09c)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:538 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (94450a00cbf430b41a8e2ae1adafd09c)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:590 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (94450a00cbf430b41a8e2ae1adafd09c)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:807 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:40 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:782 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (a3a6fb2c08819d3245423ecc3af41093)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:158 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (a3a6fb2c08819d3245423ecc3af41093)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:724 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (a3a6fb2c08819d3245423ecc3af41093)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:936 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (a3a6fb2c08819d3245423ecc3af41093)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:170 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (a3a6fb2c08819d3245423ecc3af41093)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:220 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (a3a6fb2c08819d3245423ecc3af41093)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:456 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:28 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:847 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (9875b95d1078cd99dc85be6f69bcd809)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:210 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (9875b95d1078cd99dc85be6f69bcd809)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-25 23:06:71 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:577 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:899 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:322 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:552 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:750 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:797 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:16 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:277 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-25 23:06:953 INFO  OpenAccountPage :25 - Select customer 6from drop down list [[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:191 INFO  OpenAccountPage :30 - select currency Poundfrom drop down list[[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //select[@id='currency']]
2021-06-25 23:06:230 INFO  OpenAccountPage :34 - click on process button[[ChromeDriver: chrome on WINDOWS (0bcfed87363f3b85bb8e1318ef91f6b5)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 23:06:326 INFO  OpenAccountPage :40 - Getting text from Alert Account created successfully with account Number :1016
2021-06-25 23:06:09 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:137 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:483 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:888 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:89 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:311 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:365 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:612 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:884 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-25 23:06:556 INFO  OpenAccountPage :25 - Select customer 6from drop down list [[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:796 INFO  OpenAccountPage :30 - select currency Poundfrom drop down list[[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //select[@id='currency']]
2021-06-25 23:06:835 INFO  OpenAccountPage :34 - click on process button[[ChromeDriver: chrome on WINDOWS (5cf7f086856f9a09330b54365ab7f72b)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 23:06:936 INFO  OpenAccountPage :40 - Getting text from Alert Account created successfully with account Number :1016
2021-06-25 23:06:969 INFO  OpenAccountPage :47 - Accept on alert
2021-06-25 23:06:363 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:62 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:705 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:74 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:303 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:502 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:554 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:787 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:918 INFO  HomePage :32 - Clicking on homebutton[[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[contains(text(),'Home')]]
2021-06-25 23:06:96 INFO  HomePage :28 - Clicking on CustomerLoginButton[[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 23:06:835 INFO  CustomersPage :29 - select customer6from Drop down list[[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:965 INFO  CustomersPage :34 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 23:06:02 INFO  AccountPage :42 - Getting text from Logout Button[[ChromeDriver: chrome on WINDOWS (30c9d197f28d17c25e9e3ab37d3981ca)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 23:06:631 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:848 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:269 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:14 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:228 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:446 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:495 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:736 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:879 INFO  HomePage :32 - Clicking on homebutton[[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[contains(text(),'Home')]]
2021-06-25 23:06:55 INFO  HomePage :28 - Clicking on CustomerLoginButton[[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 23:06:770 INFO  CustomersPage :33 - select customer6from Drop down list[[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:916 INFO  CustomersPage :38 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 23:06:949 INFO  CustomersPage :47 - verifyTextYourLogOut[[ChromeDriver: chrome on WINDOWS (14224a6c0a511ac297ca49ac007fad04)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 23:06:592 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:114 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:467 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:886 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:77 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:302 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:349 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:622 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:758 INFO  HomePage :32 - Clicking on homebutton[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Home')]]
2021-06-25 23:06:950 INFO  HomePage :28 - Clicking on CustomerLoginButton[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 23:06:737 INFO  CustomersPage :33 - select customer6from Drop down list[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:879 INFO  CustomersPage :38 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 23:06:928 INFO  CustomersPage :47 - verifyTextYourLogOut[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 23:06:111 INFO  AccountPage :48 - click on Logout button[[ChromeDriver: chrome on WINDOWS (27fbacf8a42dcbf580a40524aea28103)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-25 23:06:385 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:176 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:30 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:428 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:655 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:856 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:902 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:126 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:415 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-25 23:06:56 INFO  OpenAccountPage :25 - Select customer 6from drop down list [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:309 INFO  OpenAccountPage :30 - select currency Poundfrom drop down list[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //select[@id='currency']]
2021-06-25 23:06:352 INFO  OpenAccountPage :34 - click on process button[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 23:06:446 INFO  OpenAccountPage :40 - Getting text from Alert Account created successfully with account Number :1016
2021-06-25 23:06:461 INFO  OpenAccountPage :47 - Accept on alert
2021-06-25 23:06:508 INFO  HomePage :32 - Clicking on homebutton[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Home')]]
2021-06-25 23:06:712 INFO  HomePage :28 - Clicking on CustomerLoginButton[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 23:06:273 INFO  CustomersPage :33 - select customer5from Drop down list[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //select[@id='userSelect']]
2021-06-25 23:06:409 INFO  CustomersPage :38 - Click On Login Button[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 23:06:737 INFO  AccountPage :53 - Clicking on Deposit Button[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 23:06:85 INFO  AccountPage :58 - enter the amount100to deposit field[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //input[@type='number']]
2021-06-25 23:06:246 INFO  AccountPage :63 - Click On Deposit amount Button after Amount Selected [[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //button[@type='submit']]
2021-06-25 23:06:279 INFO  AccountPage :67 - Getting Text deposited successfully[[ChromeDriver: chrome on WINDOWS (2b7434f5da79840b28609ab60d1e178d)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-25 23:06:527 INFO  BasePage :36 - Launching Chrome Browser
2021-06-25 23:06:669 INFO  HomePage :24 - Clicking on Bank Manager Button[[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-25 23:06:367 INFO  BankManagerLoginPage :21 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-25 23:06:596 INFO  AddCustomerPage :31 - Enter first name [[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //input[@placeholder='First Name']]
2021-06-25 23:06:795 INFO  AddCustomerPage :36 - Enter last name [[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //input[@placeholder='Last Name']]
2021-06-25 23:06:61 INFO  AddCustomerPage :41 - Enter Post Code [[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 23:06:103 INFO  AddCustomerPage :46 - Clicking On Add Customer Button [[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 23:06:345 INFO  AddCustomerPage :52 - Getting text from Alert Customer added successfully with customer id :6
2021-06-25 23:06:641 INFO  BankManagerLoginPage :26 - Clicking on Open Account Tab [[ChromeDriver: chrome on WINDOWS (2ec3a68f98a966d5e04060f1ec91f8ec)] -> xpath: //button[contains(text(),'Open Account')]]
